Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_5/92b95765_1c0f_4056_955e_a3d6005a9e5e/preview_01060562_001.jpg,relief,"No: 1873,0505.8",,,,Marble face of figure from the column drums of the Classical temple of Artemis.,,,,,,,Classical Greek; Hellenistic,350 BC - 300 BC,,Excavated/Findspot: Sanctuary of Artemis (Ephesus),marble,,,,"Height: 17 centimetres max ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1873,,,Greek and Roman,,"1873,0505.8",,,
https://media.britishmuseum.org/media/Repository/Documents/2018_9/5_13/0836afde_580f_4d02_8617_a95200dfaa9a/preview_GAA50345.jpg,relief,"No: 1884,1011.50",,,,Fragment of terracotta relief: stylised face(left side only).,,,,,,,Hellenistic; Cypriot,3rdC BC -1stC BC,Made in: Cyprus (?);  Made in: Turkey,Excavated/Findspot: Smyrna,terracotta,,,,"Height: 5.70 centimetres max ",,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Purchased from: Rev Greville John Chester,,,,1884,,,Greek and Roman,,"1884,1011.50",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/42eefb03_47de_4e63_bfbe_a3dd0113419b/preview_01384951_001.jpg,relief,"No: 1863,0728.379",,,,Relief: hollow terracotta female head; hair drawn off the face to a knot at the top; appears to have been painted yellow; in the right ear a large spherical ear-ring.,,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,painted,Height: 6.95 centimetres,,,,Not on display,,,,,,,,,,,,1863,,,Greek and Roman,,"1863,0728.379",,,
https://media.britishmuseum.org/media/Repository/Documents/2018_7/23_14/3ce55b1c_e5f0_4869_90fd_a92600eb29a1/preview_1856_0710_27_2.jpg,relief,"No: 1856,0710.27",,,,"Limestone funerary relief with a standing female figure wearing a long chiton and himation, her face now missing.  Beside her is a girl standing and holding a casket.  There are traces of a Greek inscription beneath. The upper section of the stele is now missing. The whole stele was carved on the back of a slab originally belonging to the architrave of a Doric temple.",,,,,,,Hellenistic; Roman,50 BC - AD 50 (around),Made in: Kerch (?),Excavated/Findspot: Kerch,limestone,,,,Height: 76.25 centimetres; Width: 50 millimetres,"Inscription type: inscription Inscription language: Greek Inscription quoted: Θεονίκη θυγάτηρ  
Νικίου, χαῖρε. Inscription translation: Theonike, daughter of Nikias, farewell.","Bibliographical references:
 
Inscription 
IosPe (= Inscriptiones antiquae orae septentrionalis Ponti Euxini graecae et latinae, ed. Basilius [Vasilii] Latyshev. 3 vols. St. Petersburg 1885-1901) II 234.
CIRB 426
Sculpture
Kieseritzky-Watzinger (= Kieseritzky, G., C. Watzinger [1909], Griechische Grabreliefs in Südrußland. Berlin) no. 322.",Sculpture / Catalogue of Greek Sculpture in the British Museum; Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,architecture,Named in inscription & portrayed: Theonike;  Named in inscription: Nikias,,,,,,,Previous owner/ex-collection: Lt-Col Westmacott,1856,,,Greek and Roman,,"1856,0710.27",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_16/70ecab79_a919_446e_9136_a3df01179e1f/preview_01526537_001.jpg,relief,"No: 1856,0710.20",,,,"Limestone funerary relief with a male figure who wears a himation. The face of the figure is not preserved. At his side is a draped boy, whose carved surface is damaged. The two figures are carved within an arch springing from pilasters. Above is a pediment with a rosette and two acroteria at the sides.",,,,,,,Hellenistic; Roman,50 BC (around),Made in: Kerch (?),Excavated/Findspot: Kerch,limestone,,,,Height: 69.40 centimetres; Width: 53.75 centimetres,,"Bibliographical references 
Kieseritzky-Watzinger (= Kieseritzky, G., C. Watzinger [1909], Griechische Grabreliefs in Südrußland. Berlin) no. 505.",Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,arch/gateway,,,,,,,,Previous owner/ex-collection: Lt-Col Westmacott,1856,,,Greek and Roman,,"1856,0710.20",,,
https://media.britishmuseum.org/media/Repository/Documents/2017_6/20_9/31399219_3dc9_47c9_816e_a798009c96d2/preview_1856_0710_4.jpg,relief,"No: 1856,0710.4",,,,"Limestone funerary relief with two figures carved within a sunk panel. On the right is a female figure with her right hand raised to the chin in a gesture of mourning; she wears a chiton and himation. A small attendant is on the left, draped and holding a casket. Three rosettes are above in relief. The faces of the two figures are missing. The upper left part of the body of the figure on the right  is damaged. The inscription is almost obliterated, but there are traces of two Greek letters (ΠΟ). Traces of colour on the left and on the right sides of the stele.",,,,,,,Hellenistic,100 BC (about),Made in: Kerch (?),Found/Acquired: Kerch,limestone,,,,Height: 57.15 centimetres; Width: 46.99 centimetres,Inscription type: inscription Inscription language: Greek Inscription quoted: ...ΠΟ... Inscription transliteration: ...po...,,Sculpture / Catalogue of Greek Sculpture in the British Museum; Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,attendant,,,,,,,,Previous owner/ex-collection: Lt-Col Westmacott,1856,,,Greek and Roman,,"1856,0710.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_13/73a9ce3e_bcf3_44dc_a6f3_a3c400e289c4/preview_00861630_001.jpg,relief,"No: 1890,0730.1",,,,"Marble votive relief dedicated by Thallos, described as 'eponymos' (that is an official of some sort), to Zeus Hypsistos and the chorus/the village (the reading is unclear). 
Rectangular slab topped with a pediment; the main relief is framed by an entablature and pillasters: the figure of Apollo is shown on the right, wearing a long tunic (chiton); he holds a lyre in his left hand and a phiale in his outstretched right hand; to his right is an amphallos, around which is coiled a snake. In the centre is a figure wearing a short tunic and high boots. The sex is unclear as the face has been mutilated, though it is possibly Artemis rather than the bearded figure mentioned in the original BM sculpture catalogue. S(he) holds a torch in the left hand, and a phiale in the extended right hand. On the left is the figure of Zeus in a chiton and cloak (himation), holding a phiale in his right hand and a sceptre in his left. Below in low relief is a group of six reclining male figures, in a banquetting or symposiatic scene. Underneath is a further low relief showing musicians, dancers, and a figure drawing wine from a large vessel.  
In the pediment is a Greek alphabetic inscription arranged in five lines with dividers between each word.",,,,,,,Hellenistic,150 BC-30 BC,Made in: Turkey,Found/Acquired: Cyzicus,marble,,,,Height: 93.75 centimetres; Width: 55 centimetres; Depth: 11.25 centimetres,"Inscription type: inscription Inscription position: front Inscription language: Ancient Greek Inscription script: Greek Inscription transliteration: Δι∙ὶ∙ὑ
ψίστωι∙κ[αὶ] 
τῷ∙χώρῳ∙Θάλλος 
ἐπώνυμος∙τὸν 
τελαμῶνα∙ἀπέδωκα Inscription translation: To Zeus Hypsistos and the [chorus/village] Thallos eponymos [overseer/official...possibly of an association or the village] this relief dedicated. Inscription note: See the comments field on the question of the reading of the second subject of the dedication.","The scenes as originally described by Smith in the BM sculpture catalogue, and the reading of the word 'chorus' in the inscription, suggested a festival involving drama or music: hence the description of Thallos as a poet/dramatist who perhaps was the organisor of the event or a successful competitor/performer thanking Zeus for his vistory. Marshall in the BM inscription catalogue read the word as 'τῷ χώρῳ', that is 'village/local district'. Thallos remains an official of some form, a local magistrate or official (according to Ascough et al. 2012, no. 110), through whether he was an artist is less certain - this does not change the the likely nature of the event being commemorated, a religious festival with drama and music.
See Ascough et al. 2012, no. 110 for a modern survey (with full references).
Bibliography:
Ascough R. et al. 2012, Associations in the Greco-Roman world: A sourcebook (Berlin-Waco). Online version at: http://philipharland.com/greco-roman-associations",Sculpture / Catalogue of Greek Sculpture in the British Museum; Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,classical deity; devotee/worshipper; feast/banquet; poetry,Representation of: Zeus/Jupiter;  Representation of: Apollo;  Representation of: Artemis/Diana;  Named in inscription: Thallos,,,,Donated by: Alphonse Van Branteghem,,,,1890,,,Greek and Roman,,"1890,0730.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/a9b769fa_3152_4b23_9d52_a3b700860e50/preview_00040206_001.jpg,scaraboid; stamp-seal,"No: 1911,0415.1",,,,"Sard scaraboid stamp seal: engraved in 'Graeco-Persian' style on the convex face with a mounted figure in Median dress, wearing a cap or hood and a cloak. He is seated on a tufted saddlecloth, and aiming a spear at two figures in a fleeing two-horse chariot. The charioteers wear rounded helmets or caps and long-sleeved tunics. The main figure appears to have a crest to his helmet and carries a small double-recurved bow. The chariot is superficially of Persian type, with an eight-spoke wheel (with decorative ferrules or turnings on the spokes) and a studded tyre. The front of the box, however, is open at the top with a double fenestration: this possibly owes more to East-Greek styles of vehicle. The reverse is engraved with a seated dog.",,,,,,,Archaic Greek,4thC BC,Made in: Ionia (Greece),Found/Acquired: Mesopotamia (said to be from),sard,,,engraved,Length: 2.40 centimetres; Width: 1.80 centimetres,,Many of the so-called Graeco-Persian seal stones produced during the fourth century BC were probably made in Asia Minor. They may have been commissioned by the local ruling satraps.,"Gem / Catalogue of Engraved Gems & Cameos, Greek, Etruscan & Roman in the British Museum; Boardman J 1970a / Pyramidal Stamp Seals in the Persian Empire; Curtis & Tallis 2005 / Forgotten Empire: The world of Ancient Persia",Not on display,"Exhibited:
2006 7 Mar-11 Jun, Barcelona, Fundacion La Caixa, 'L'imperi Oblidat'
2005-2006 Sept-Jan, London, BM, 'Forgotten Empire'",,dog; charioteer/chariot; horse/ass,,,,,Purchased from: I Élias Géjou,,,,1911,,,Greek and Roman,,"1911,0415.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_5/7b85400a_cc8a_4ffb_ac09_a3d6005a4f23/preview_01060522_001.jpg,sculpture,"No: 1872,0405.117",,,,Fragment of marble sculpture; upper face of woman.  Perhaps part of the sculptural decoration of the Classical Temple of Artemis or altar.,,,,,,,Classical Greek; Hellenistic,350 BC - 300 BC,,Excavated/Findspot: Ephesus,marble,,,,"Height: 14 centimetres max ; Width: 22.70 centimetres max ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1872,,,Greek and Roman,,"1872,0405.117",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_19/57918de3_dc26_48fa_add8_a3be013a9c2a/preview_00458487_001.jpg,sculpture,"No: 1856,1226.1487",,,,"Part of a bone face.  The face is cut flat at the bottom, top and sides.  Above the brow is a scored area and on the right side a square hole where some other separately made elements were attached.  The upper left side is damaged, with part of the eye missing and the nose has been damaged.  The eye sockets were hollowed for the insertion of eyes made of a different material.   The facial features are well defined and sharply carved. This may have come from a head made of bone and other materials, and its technical details imitaing chryselephantine works.",,,,,,,Roman; Hellenistic,200 BC - AD 100,,,bone,,,inlaid (eyes),Height: 9 centimetres,,,,Not on display,,,,,,,,Bequeathed by: Sir William Temple,,,,1856,,,Greek and Roman,,"1856,1226.1487",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_8/f82d6c6b_2a94_4771_be3d_a3bf00863792/preview_00490118_001.jpg,sculpture; statue,"No: 1861,1127.145",,,,"Upper part of a female head preserving part of the right side of the head and brow, the centre and some of the left side of the head.  The hair is secured by a broad band.  This joins the separately numbered section of the face to form the front part of a female head.  This fragment has preserved pigment.  Portrait porbably of Berenike II.. The main part of the face is GR1927,0214.1",,,,,,,Hellenistic,246BC-221BC,Made in: Cyrene,Excavated/Findspot: Cyrene,marble,,,,Height: 10 centimetres,,"Joins face fragment 1927,0214.1",,Not on display,,,king/queen,Representation of: Berenice II,,,,From: Sir Robert Murdoch Smith; From: Cdr Edwin A Porcher,,,,1861,,,Greek and Roman,,"1861,1127.145",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/1_9/f0fde830_e628_4715_8a92_aa9c0095d357/preview_1873_0505_9_and_10.jpg,sculpture,"No: 1873,0505.10",,,,Fragment of marble sculpture; lower part of face.  Probably part of the face of a young girl from the column drums of the temple of Artemis.,,,,,,,Classical Greek; Hellenistic,350 BC-300BC,,Excavated/Findspot: Sanctuary of Artemis (Ephesus) (?),marble,,,,"Height: 10.50 centimetres ? ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1873,,,Greek and Roman,,"1873,0505.10",Miscellaneous number: JOINS 1873.0505.9,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/13_8/43377e0a_28eb_4a62_a2f5_a3c3008aae28/preview_00785680_001.jpg,sculpture,"No: 1856,1226.1750",,,,"Marble female head worked to be attached to the rest of the figure, perhaps made of another material.  The face and hair are carved in this one piece, while the back is cut and worked in two planes for attachment.  The hair waves from a central parting.  The face is oval in form, fleshy with a slight indication of portrait characteristics.  The head resembles images identified as the Ptolemaic queens Arsinoe II, III and Berenike II, but may represent a goddess or private individual as there is no diadem carved.",,,,,,,Hellenistic,300 BC-200 BC,,,marble,,,,Height: 10.50 centimetres,,,Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,,,,,,Bequeathed by: Sir William Temple,,,,1856,,,Greek and Roman,,"1856,1226.1750",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/1_9/f0fde830_e628_4715_8a92_aa9c0095d357/preview_1873_0505_9_and_10.jpg,sculpture,"No: 1873,0505.10",,,,Fragment of marble sculpture; upper face of figure wearing wreath(?).  Probably part of a figure of a young girl from the column drums of the temple of Artemis.,,,,,,,Classical Greek,4thC BC,,Excavated/Findspot: Sanctuary of Artemis (Ephesus) (?),marble,,,,"Height: 10.50 centimetres max ",,,,Not on display,,,,,,,,,,,,,,,Greek and Roman,,"1873,0505.10",Miscellaneous number: joins 1873.0505.9,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/16_9/7c72d41d_acad_4286_9c91_a3c600947a4c/preview_00990821_001.jpg,sculpture,"No: 1926,0415.13",,,,"Plaster head of Tyche wearing mural crown.
A plaster head of a city Tyche: a strong-featured female head in high relief, looking slightly to her right. The pupils of the eyes are marked. Her hair is parted in the centre and hangs in tasselled locks on each side of the face. She wears a wreath of oakleaves and berries (not certainly acorns), behind which is a castellated diadem, with a background presumably of hair, but now very damaged. The back is plain and fairly flat. Some details of the back are hidden by the modern plaster used to mount the object on a stand.
Poured into a one-piece mould, with subsequent hand working: the wreath, because of the undercut behind it, must have been added. White plaster, now with a creamy coloured surface.",,,,,,,Ptolemaic,1stC BC,Made in: Egypt,Found/Acquired: Egypt,plaster,,,,Height: 10 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,classical deity,Representation of: Tyche/Fortuna,,,,,,,,1879,Collection re-registered upon transfer.,,Greek and Roman,,"1926,0415.13","Miscellaneous number: EA 1879,1120.154; Miscellaneous number: EA 36107",,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/22_15/1fbef25a_ca3b_4d44_a99c_aab100f9f524/preview_1874_0710_81.jpg,sculpture,"No: 1874,0710.81",,,,Fragment of marble drapery.,,,,,,,Archaic Greek; Classical Greek; Hellenistic,600BC-31BC,,Excavated/Findspot: Temple of Artemis (Ephesus),marble,,,,"Height: 7.50 centimetres max ; Width: 11.50 centimetres max ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1874,,,Greek and Roman,,"1874,0710.81",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_10/cacd91f4_61e7_43af_8e57_a3bc00a988c3/preview_00404027_001.jpg,sculpture,No: EA64368,,,,"Limestone sculpture of a cat.
Top of plinth only roughly carved. The right rear legs is only partially blocked out. . the left long side of the cat is also only roughly carved, particulaly the left rear paw. Shoulder blades are pronounced and paws are both placed infront as if holding something down (area damaged, but no sign of a bird or other prey).  
Orange-brown paint survives in ears and around eyes. Black paint arount right eye. Tool marks visible over most of body. The plinth is completely smashed away. Face is worn, left ear chipped, head broken broken off and re-joined with plaster.",,,,,,,Ptolemaic,250BC - 200BC (probably),Made in: Alexandria (Egypt) (?),Found/Acquired: Alexandria (Egypt) (probably),limestone,,,carved,Height: 18 centimetres at back ; Height: 15 centimetres front ; Height: 17 centimetres; Length: 35.50 centimetres; Thickness: 12 centimetres,,,,Not on display,,fair - plinth and haunches damaged,cat,,,,,Bequeathed by: Oscar Charles Raphael,,,,1945,,,Egypt and Sudan,EA64368,"1945,1012.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_20/d50afb8c_d32c_4ac8_bba4_a3df01573e18/preview_01547734_001.jpg,sculpture,No: null,,,,"Large sculpture carved in red granite representing a sphinx lying on a rectangular base; likely to have been human-headed rather than ram-headed, with body of a lion; head broken off.",,,,,,,Ptolemaic,323 BC - 246 BC (likely),Made in: Egypt,Excavated/Findspot: Great Temenos,granite,,,carved,"Length: 213 centimetres about ",,"This ""large sphinx in red granite"" (Petrie 1886, note inserted between pp. vii and viii) was found during the second season at Naukratis in the same area as parts of two large ram sculptures, outside the Great Temenos ""between the jambs of the pylon, toward the south side of the entrance"" (Petrie 1886, 27-28). It probably once lined a processional way leading to the entrance of the Great Temenos.
In his journal, Petrie describes the discovery: “Then out in front of the great building of Ptolemy, at the gate of the Great Temenos  I have found a large sphinx; upper part gone, but 7 feet long: beside two halves of another marble ram. I now believe, what I had suspected from the two rams found at the entrance before, that an avenue of sphinxes & rams led up to the building of Philadelphos, from the canal landing place” (Petrie 1885-1886, p. 18-19). Gardner (1888, 13-14) gives further details and notes about the find of two further large fragments: ""A broad and long trench was made along the probable direction of this avenue [the sacred road]; and in it was found the lower part of a granite sphinx, of the Ptolemaic period. The sphinx had been split up, in order that the stone might be used for other purposes; even on the part left wedge-holes could be seen, intended to serve for splitting off another portion. But this destruction must have taken place at some remote period, for the sphinx was about six feet below the present level of the ground. By a later search two large portions that have been broken off were recovered , and then were restored to their original position - not without some difficulty, for they could only just be lifted by six or seven men. Thus the whole sphinx again stood complete, with the exception of the face on, which could not be found.""
Thus reconstituted, the sphinx was photographed by Petrie (Delta series nos 488 and 489).
A criosphinx figure would fit well with the cult of the major god revered in the Great Temenos, the ram-headed god Amun-Ra Baded (Yoyotte 1982/83; Guermeur 2005, 126-138). However, from what can be guessed from the photographs, it seems that it was a human-headed sphinx and would have represented the pharaoh, possibly Ptolemy I or II.
Guermeur, I. 2005. Les cultes d’Amon hors-de-Thèbes, Turnhout.
Petrie, W.M.F. 1886, Naukratis. Part I., 1884–5 (third memoir of the Egypt Exploration Fund), London.
Yoyotte, J. 1982/83, ‘L’Amon de Naukratis’, Revue d’Égyptologie 34, 129–136.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt,Not on display,,,sphinx,Named in inscription: Ptolemy I Soter I (?);  Named in inscription: Ptolemy II Philadelphos (?),,,,,,,,1885,Found 23 December 1885,,External,,,Miscellaneous number: unknown (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_19/74708d59_b67d_43c5_8e7e_a3c10142e2ee/preview_00695304_001.jpg,seal; intaglio,No: 1880.3605,,,,"Oval, pale chalcedony cabochon cut seal engraved on the flat face with a winged griffin; pierced with a large vertical hole for suspension.",,,,,,,Persian-Hellenistic,4thC BC-3rdC BC (circa),Made in: Afghanistan (?),Found/Acquired: Kabul,chalcedony,,,engraved; pierced; cabochon cut,Height: 17.50 millimetres face ; Height: 19.50 millimetres; Thickness: 21 millimetres; Width: 21 millimetres face ; Width: 27 millimetres,,,"Errington 2021 / Charles Masson: Collections from Begram and Kabul Bazaar, Afghanistan 1833-1838",Not on display,,Chipped on the top left face behind the griffin's head and around the suspension hole.,mythical figure/creature,,,,,Transferred from: India Museum,,,,1880,"Probably purchased by Masson in Kabul bazaar, 1833-8.",,Asia,,1880.3605,Miscellaneous number: IM.Gems.62 (British Museum no.: India Museum collection),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_19/c323ed11_55a0_4973_8850_a3c10142e452/preview_00695305_001.jpg,seal; intaglio,No: 1880.3606,,,,"Oval, pale chalcedony cabochon cut seal engraved on the flat face with a crudely rendered bird; pierced with a large vertical hole for suspension.",,,,,,,Persian-Hellenistic,4thC BC-3rdC BC (circa),Made in: Afghanistan (?),Found/Acquired: Kabul,chalcedony,,,engraved; pierced; cabochon cut,Height: 13.50 millimetres face ; Height: 17.30 millimetres; Thickness: 19 millimetres; Width: 16 millimetres face ; Width: 22.70 millimetres,,,"Errington 2021 / Charles Masson: Collections from Begram and Kabul Bazaar, Afghanistan 1833-1838",Not on display,,Marked with ingrained scratches.,bird,,,,,Transferred from: India Museum,,,,1880,"Probably purchased by Masson in Kabul bazaar, 1833-8.",,Asia,,1880.3606,Miscellaneous number: IM.Gems.63 (British Museum no.: India Museum collection),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_19/d2380b2a_c6da_487b_9685_a3c10142e181/preview_00695303_001.jpg,seal; intaglio,No: 1880.3604,,,,"Oval, pale chalcedony cabochon cut seal engraved on the flat face with a seated bull; pierced horizontally with a small hole for suspension.",,,,,,,Persian-Hellenistic,4thC BC-3rdC BC (circa),Made in: Afghanistan (?),Found/Acquired: Kabul,chalcedony,,,engraved; pierced,Height: 14 millimetres; Thickness: 9.50 millimetres; Width: 17 millimetres,,,"Errington 2021 / Charles Masson: Collections from Begram and Kabul Bazaar, Afghanistan 1833-1838",Not on display,,,animal,,,,,Transferred from: India Museum,,,,1880,"Probably purchased by Masson in Kabul bazaar, 1833-8.",,Asia,,1880.3604,Miscellaneous number: IM.Gems.61 (British Museum no.: India Museum collection),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/16_12/964ea13f_1549_48a8_a32c_a3c600caca78/preview_01006484_001.jpg,seal-impression,"No: 1888,0601.84",,,,"Seal impression in clay (burnt); motif stamped by an intaglio gem (partially impressed), with a woman’s head to right, with large eyes, wearing a disc earring and a melon hairstyle drawn back to a bun; there is no diadem, but part of a crown survives on top of the head (Isis? or Ptolemaic queen?); the lower part of the face and most of the bun did not come out in the sealing; the back has an impression of the papyrus document to which it was attached, with a hole for the string that bound the package; in dark-grey Nile silt.",,,,,,,Ptolemaic,3rdC BC-2ndC BC,Made in: Egypt,Excavated/Findspot: Naukratis,fired clay; terracotta,,,stamped,Length: 1.80 millimetres; Thickness: 0.50 centimetres; Width: 1.40 centimetres,,"Considering the details of the face and hair, this impression in relief probably comes from a cut intaglio.
Gems and rings depicting a woman with a melon coiffure, often identified as a Ptolemaic queen, either Arsinoe II (278-270 BC) or Berenike II (246-222 BC), are well attested (Spier 1992, 48).
Spier, J. 1992, Ancient gems and finger rings: catalogue of the collections, Malibu.",Terracotta / Catalogue of Terracottas in the British Museum; Gardner 1888 / Naukratis II; Villing et al 2013-2015 / Naukratis: Greeks in Egypt,Not on display,,Good,women/feminism; ancient egyptian deity,Representation of: Isis (?),,,,Donated by: Egypt Exploration Fund,,,,1888,,Excavated 1885-1886.,Greek and Roman,,"1888,0601.84",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/9b30180e_f5c3_433e_a477_a3b5010fa6b4/preview_00144642_001.jpg,sealstone,"No: 1877,0825.1",,,,"Sardonyx intagio sealstone.
The engraved design is of a draped, female bust, the hair bound by a double diadem formed by two strips worn close together but revealing the strands of hair in between. The hair is pulled back from the brow, and two rows of corkscrew locks frame the face, and then fall on to the shoulders. The eye that is shown is large. The mouth is downturned and the nose short, with flared nostrils. The woman wears a garment that is pinned on her shoulder.",,,,,,,Hellenistic,323BC-31BC,,Excavated/Findspot: Cyrenaica (modern) (said to come from),sardonyx,,,engraved; intaglio,Length: 1.40 centimetres; Width: 1.10 centimetres,,"Walkers & Higgs 2001
The downturned mouth and the short nose with flared nostrils compare with the marble portrait of a Ptolemaic queen in the Louvre (Walkers & Higgs, cat. no. 25), which may represent Cleopatra II or III. The workmanship is fairly crude, but the composition is lively.","Gem / Catalogue of Engraved Gems & Cameos, Greek, Etruscan & Roman in the British Museum; Walker & Higgs 2001 / Cleopatra of Egypt: from History to Myth",Not on display,,,,Representation of: Cleopatra II (?);  Representation of: Cleopatra III (?),,,,Donated by: John Henderson,,,,1877,,,Greek and Roman,,"1877,0825.1","Miscellaneous number: 1923,0401.129 (registered in error as)",,
https://media.britishmuseum.org/media/Repository/Documents/2018_3/5_14/e6b2fd0e_6093_4b07_a41a_a89a00f39a90/preview_13769d.jpg,shabti,No: EA13769,,,,"Blue glazed composition shabti with a lappet-wig, a modelled face with a beard and crossed hands in relief holding two incised hoes; there is a back-pillar and a plinth beneath the foot; the figure is broken into two at the ankle.",,,,,,,Late Period; Ptolemaic,525BC-31BC,,Found/Acquired: Egypt,glazed composition,,,incised; glazed,Height: 6.75 centimetres; Width: 1.65 centimetres; Depth: 1.11 centimetres,,,,Not on display,,broken into two pieces at ankle level,,,,,,"Purchased from: Somerset Lowry-Corry, 2nd Earl of Belmore",,,,1843,,,Egypt and Sudan,EA13769,.13769,,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_11/3bd8cafa_8965_45cb_b9e8_a3db00c2cbae/preview_01234606_001.jpg,spacer-bead,No: EA27567,,,,"Glazed composition rectangular spacer-bead, with four lateral perforations. Square in section, with the holes pierced alternatively either side of central line(notional). Glaze strong, shiny pale green, good quality, in a thin layer, with slightly grainy, bumpy surface. Core-fine, off-white chalky texture.",,,,,,,Late Period; Ptolemaic,6thC BC-4thC BC,Made in: Egypt,Excavated/Findspot: Naukratis,glazed composition,,,glazed; pierced,Length: 2.85 centimetres; Thickness: 0.58 centimetres face with perforations ; Width: 0.69 centimetres,,,Villing et al 2013-2015 / Naukratis: Greeks in Egypt,Not on display,,fair,,,,,,Donated by: Egypt Exploration Fund,,,,1885,,,Egypt and Sudan,EA27567,"1885,1101.67",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_11/438a6f40_6484_4916_8c86_a3b700bd4044/preview_00054103_001.jpg,squat lekythos,"No: 1756,0101.494",,,,"Red figured pottery squat lekythos depicting two youthful male figures, one is moving to the left and looks back at his companion raising his right hand to his head, his companion follows him raising his left hand towards his face.",Related to: The Atella Painter,,,,,,Campanian,310BC-300BC,Made in: Campania,,pottery,Red Figure,,painted,Height: 25.50 centimetres,,,"Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum; Msc; LCS / The Red-Figured Vases of Lucania, Campania and Sicily",On display (G1/wp46/sh3),,,,,,,,Bequeathed by: Sir Hans Sloane,,,,1753,,,Greek and Roman,,"1756,0101.494",Miscellaneous number: SLAntiq.494,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_13/b42e4026_82e4_4419_b925_a3bc00dd99f1/preview_00419202_001.jpg,stamp,No: EA16233,,,,"An oval stamp with a stallion in relief to left (right in an impression), with a foreleg raised and a long high-arched tail. At the rear is a pinched-in grip, pierced from side to side. The side view is reminiscent of a finger-ring of Ptolemaic shape. Solid; the design may have been carved, or formed by pressing into a mould. Abrasions and wear in many areas. Orange-brown Nile silt with many white inclusions; buff-brown surface. The face is varnished, presumably in modern times.",,,,,,,Ptolemaic,3rdC BC-2ndC BC,,Found/Acquired: Fayum,pottery,,,pierced,Height: 2.40 centimetres; Length: 4.30 centimetres; Width: 3.30 centimetres,,"Terracotta IV
Purchased: Greville J. Chester. From the Fayum.
Ptolemaic, third or second century BC.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,incomplete and chipped,,,,,,Donated by: Rev Greville John Chester,,,,1885,,,Egypt and Sudan,EA16233,"1885,0929.4",,,
