,Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects,id
463,https://media.britishmuseum.org/media/Repository/Documents/2018_8/8_11/c70755f1_d66d_48f4_867d_a93600c2cc7c/preview_RRI6591.jpg,panel,"No: 1913,1108.2",The Great Departure. (Object),,,"Part of a stiipa drum panel with the remains of two scenes, one a Great Departure, under an inhabited caitya arch frieze. From right to left an incomplete scene shows a figure, apparently female, perhaps in a draped garment with a wreath headdress and a loop of hair, carrying a textile folded in the middle.
In the next scene the Bodhisattva on horseback emerges from an oblique and moulded doorway, wearing a crested turban and an uttarīya and holding the reins. An incomplete halo is carved on the lintel. Two yakṣas appear as busts from the ground and pass their arms around the horse's hooves; on the horse's head is a globular ornament. Above is the head of a turbaned deity or spectator and in front of the horse a damaged turbaned figure in uttarīya turns towards it in a curved stance. The scene was evidently completed on an adjacent piece.
The framed Corinthian divider column has the usual base mouldings and above, between fillets, is an ovolo with pointed-leaf pattern. In the caitya arch register of two compartments worshipping amorini stand against sloping doors under voluted arches with globular pendants, while thin Persepolitan columns in between support voluted double-bracket capitals. Above is a cavetto with centrally grooved lotus petals below a fillet; at the bottom is a plain framing fillet.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 5.10 centimetres; Height: 17.40 centimetres; Width: 16.20 centimetres,,"Zwalf 1996:
The composition belongs to Foucher's intermediate group with the horse and rider in three-quarter view; the figure conducting the Bodhisattva here lacks armour or weapons (unless in the lost right hand). For references see 1880.359.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,On display (G33/dc51a/s3),,"1.Grey schist, broken, chipped and worn.
2.Top and bottom flat and smooth; left side flat where undamaged and sloping inward to back; right side irregularly broken. 
3.Back with vertical chisel grooves. 
4.Curved in section.",buddha; arch/gateway; equestrian; deity; great renunciation/great departure,Associated with: Buddha;  Representation of: Buddha (Śākyamuni/Shijiamouni/Shaka),,,,From: Gen G A Dale,,,,1913,,,Asia,,"1913,1108.2",,,,,191311082
464,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_18/6287f6e6_d88f_440a_b161_a3bb01343165/preview_00364151_001.jpg,panel,"No: 1892,0801.7",The Dīpaṃkara jātaka. (Object); The Invitation of the Śākyas. (Object); The Intervention of Ānanda. (Object),,,"The top scene perhaps shows the Invitation of the Śākyas. The haloed Buddha, shown on a larger scale than the other figures, is seated in abhaya, both shoulders covered, the neckline prominent and tight, the over-robe with folds defined by grooves, some paired, and the edge from the right forearm curving in relief down to the gathered drapery on the seat from under the left hand. The head and neck are long and the wavy hair continues into the large uṣṇīṣa. Beside the halo leafy branches hang downwards. The Buddha's high and strewn seat is otherwise plain. On his right is a kneeling monk, damaged hands formerly joined and right shoulder bare, between two watching half-length figures with garments apparently over both shoulders; on the Buddha's left a monk, seated with one leg at an angle suggesting a kneeling rather than a crossed-leg position, wears the robe oyer both shoulders, with the hands in dhyāna and covered. Between him and the Buddha, to judge from the tonsure, is another monk. The heads are long and oval, the features sometimes sharp and the eyes rounded and protruding.
Second scene down of four on an upright, with the Dīpaṃkara jātaka in two incidents. The Buddha Dīpaṃkara stands with an outstretched hand in abhaya to the full height of the scene, his left hand securing the robe at waist level. Both shoulders are covered, the neckline is high and in low relief and the usual undergarments are visible. The hair is in wavy strands and with a seemingly coiled uṣṇīṣa. Megha appears twice. As a standing figure, holding flowers in his hands, he has long hair and a chignon, drapery wound round his left shoulder and upper arm, and a lower garment with a girdle; his chest and arms are muscular. He is then shown almost on all fours before Dīpaṃkara with his right forearm lying on the framing fillet below. Behind Megha stands a woman with a garment over her left shoulder and a girt paridhāna round it, a collar and anklets, a high chignon, and holding a flower in her raised right hand. Above her and beneath the bracket arm from the pilaster a rectangular projection with two faces in double outline may represent a lintel rather than a balcony. Beside Dīpaṃkara and looking away from him stands Vajrapāṇi with short hair, a short lower garment, powerful arms and torso with horizontal bands of musculature; one hand is on his hip, the other holds the bottom of a long vertical vajra between thumb and finger(s). Another, monastic figure faces him. Below the top of the panel are three complete tops of spectators with chignon and tunic and the vestige probably of another. All the heads are long and oval, the features sharp and the eyes rounded. At one side a sharply cut pilaster, the shaft with a recessed oblong panel with curved top and bottom, has a Corinthian capital under a capital with sawtooth enrichment and one voluted bracket arm and, below, the usual and summarily moulded base. The pilaster continues on the return but the bracket capital extends to the edge of the Corinthian capital only. Above the panel and also continued on the return runs a cavetto with acanthus leaves, each with a drooping lobe in the middle and lobes at the sides with points meeting those of the next leaf.
The third scene down of the upright shows perhaps the Intervention of Ānanda. The haloed Buddha sits with his over-robe covering both shoulders and forming a high neckline; an edge in relief falls from the arm of his abhaya hand and joins the gathered drapery from his left above the lap. His neck and head are long and the high uṣṇīṣa of wavy hair is secured by a fillet. The strewn seat is plain and high, and leafy branches hang down beside the halo. On the Buddha's left a woman in almost frontal position with a small chignon and fillet, a garment passing over her left shoulder, a paridhāna round it, and a scarf over her left arm looped into the girdle and anklets, holds a cylinder bound horizontally at the top, middle and bottom, perhaps a garland of flowers suspended by a cord rather than a cylindrical vessel as offering to the Buddha. Between them appears to be a figure with wreath headdress and beyond both a damaged male lay figure in uttarīya and with joined hands. Above them are half-length figures, one with a chignon and another in a turban. On the Buddha's right are two monks, both with their right shoulder uncovered and one in discourse with the Buddha, his right hand before his chest, his pendent left under the robe, the other with hands joined. Three half-length figures, two with crested turbans, look on above and beside them.
The fourth scene down of the upright shows the Buddha before a doorway. The haloed Buddha, almost the height of the frame, one hand in abhaya, the other, which is damaged, to his side, his over-robe covering both shoulders and with a tight neckline, stands slightly turned to his left, his hair like stray locks under a tight uṣṇīṣa. Above him a celestial holds a wreath, the edge marked with petals. Beside the Buddha a figure, in crested turban and uttarīya in the wide mode and a gathered robe end swinging away, stands elegantly in front of a doorway pointing to it. In between them the head, with chignon, of a robed celestial looks on. The oblique doorway is lower within its moulded architraves than the figure in front of it and its door of two panelled leaves appears partly open. Above the doorway triangular loopholes and a balcony projecting on brackets must belong to the same building. Beside the Buddha, Vajrapāṇi, partly turned away, wears his uttarīya in the wide mode and holds his vajra at a slant at the left shoulder; his hair is short. Beside him a monk has his right arm wound in the robe but apparently no hand emerges. Above them are two half-length celestials, one looking outward, robed over both shoulders, the other seen in three-quarter view from behind, with long hair, a chignon and an uttarīya; he extends a damaged arm, evidently to hold, with the figure opposite, the Buddha's wreath. The heads are long and oval, some features are sharp and the eyes are rounded and protruding.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 7.70 centimetres of entire panel ; Height: 17.80 centimetres fourth scene down ; Height: 62.90 centimetres of entire panel ; Height: 14.60 centimetres second scene ; Height: 15.50 centimetres third scene ; Width: 25 centimetres fourth scene down ; Width: 25 centimetres of entire panel ; Width: 24.40 centimetres third scene ,,"Zwalf, 1996:
Common to traditions of the Buddha's first visit to Kapilavastu is the intervention of Udāyī; according to one, when the Buddha was at the Bamboo Grove at Rājagṛha soon after the Enlightenment, his father Śuddhodana sent Kālodāyī or Udāyī the Black together with the groom Chandaka to invite him and 'with bent knees and bowed head Kālodāyī implored the infinite One'. They became monks and, at a suitable season for travelling, persuaded the Buddha to return to Kapilavastu. In the Pāli and Mūlasarvāstivadin traditions repeated failed embassies were followed by the success of Udāyī alone who invited the Buddha to Kapilavastu, himself becoming a monk, in the latter tradition after Buddha's assent to Śuddhodana's letter. 
For what may have been a similar garland, but held as on BM 1899.0609.21, see a woman on the Buddha's left on a damaged panel of an upright (Delhi 68.183, formerly Lahore 4(W)), where, however, the figures opposite are lay, one with hands joined.
It seems impossible to identify the fourth scene down as the invitation
of Śrīgupta; scenes attributed to this subject show the Buddha always and his followers sometimes on lotuses, and a welcoming figure before a door.  A follower of heretics, Śrīgupta invited the Buddha to a poisoned meal and before his door dug a trap containing burning coals. Beneath the Buddha's feet it turned into a pool of lotuses and Śrīgupta was eventually converted.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated and with soil incrustation. 
2.Top, where undamaged, partly flat and with cramp mortise from front to back on left and another, deeper and only half-way in from back, in centre; left side, where undamaged, is carved onto the return; right side, where undamaged, is flat, almost smooth. 
3.Bottom flat and rough with rectangular tenon. 
4.On back smooth vertical rebates with rough rectangular projection in middle.",buddha; devotee/worshipper; bodhisattva; monk/nun; architectural feature,Representation of: Buddha;  Representation of: Vajrapāṇi;  Associated with: Channa/Chandaka,,Associated Event: Invitation of the Śākyas;  Associated Event: Intervention of Ānanda,Dīpaṃkara jātaka,From: Sir Augustus Wollaston Franks,,,,1892,Collected by Sir Edward Clive Bayley.,,Asia,,"1892,0801.7",,,,,189208017
465,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/0b60b246_4672_4db2_a333_a3bb01397478/preview_00365895_001.jpg,panel,"No: 1889,0703.5",The Bath of the infant Bodhisattva (Object),,,"Stūpa drum panel showing the Bath of the newly-born Bodhisattva. 
The naked infant Bodhisattva has a broad modelled chest, the navel emphasised by a line, genitals, plump legs, anklets and a chignon. Beside and joined to his head are vestiges of two streams of water, one with the mouth of an inverted pot above. Two flanking women, kneeling with one knee down and each wearing a girt paridhāna round a long-sleeved tunic, earrings and a wreath headdress with a loop of hair, hold the Bodhisattva's hands. On the child's left the haloed Indra, now headless, stretched out a lost arm to hold his water pot, the other hand with a vajra; he wears an uttarīya and a paridhāna, a necklace, collar and bracelet. Brahmā, without ornaments, is similarly dressed, showing the backthrow of the uttarīya and, seen in a twisted stance from the back, he also stretches out a damaged arm; his chignon is flattened, strands round his long hair at the back and his left arm and hand are clumsily shown. The stone is damaged behind, but a halo seems unlikely and the undercut head is intact.
All the faces are full and round with protruding rounded eyes; Brahmā's head seems small in proportion to his rather wide body.
The Bodhisattva's round stool has a sawtooth band round the top, two human-looking cabriole legs in front and another at the back. On one side is a Corinthian column with the usual mouldings, somewhat recessed in a double frame; on the opposite side are branches and a vestigial tree trunk.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Buner-Yusufzai,schist,,,carved,Diameter: 5 centimetres; Height: 12.70 centimetres; Weight: 2.70 kilograms; Width: 23.40 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,"2010/11 14 Oct- 3 Apr, London BM, Images and Sacred Texts: Buddhism across Asia","1.Light grey schist, broken and chipped with some soil incrustation. 
2.Top flat, partly smooth; left side flat and smooth; right side rough; bottom flat and smooth. 3.Back with vertical chisel grooves. 
4.Curved in section.",buddha; vajra; attendant; buddhist deity,Representation of: Buddha;  Representation of: Indra/Sakka/Taishakuten;  Representation of: Brahmā/Bonten,,Associated Event: The Bath of the Buddha,,From: Sir Harold Arthur Deane,,,,1889,,,Asia,,"1889,0703.5",,,,,188907035
466,https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_14/c48bab94_5610_4fe1_bfdd_a3c400e83caf/preview_00863356_001.jpg,panel,"No: 1892,0801.10",,,,"Fragment in two registers showing Vajrapāṇi. In the lower scene a bearded Vajrapāṇi, naked save for a long draped garment looping below the knees and round the back, stands turned to his left but with the head to his right where no doubt the Buddha was. The damaged vajra is vertical against his left shoulder. Above, a half-length figure in uttarīya, collar and earrings probably looked in the same direction.
A half-pilaster with a Corinthian capital supports a half of a bracket capital with sawtooth enrichment, and above vestiges of an acanthus cornice is a pair of feet from the upper scene.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 5.30 centimetres; Height: 18.50 centimetres; Width: 9.40 centimetres,,"Zwalf 1996:
For other instances of this Western mode in Vajrapāṇi's dress see BM 1939.0119.18.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken and exfoliated.
2.Right side rough and flat; all other edges irregularly broken. 
3.Back with slanting chisel grooves.",bodhisattva; vajra,Representation of: Vajrapāṇi,,,,From: Sir Augustus Wollaston Franks,,,,1892,Collected by Sir Edward Clive Bayley.,,Asia,,"1892,0801.10",,,,,1892080110
467,,panel,"No: 1965,0801.4",The Return to Kapilavastu. (Object),,,"Panel showing the Return to Kapilavastu. The textile covering of the palanquin may also form a small bag below the poles. Inside, a crudely carved figure holding the child diagonally across the body faces outwards from the vehicle. Two men support it by a pole resting on their shoulders and held by one hand; no corresponding pair is indicated for the other side. A female bust with earrings, collar and chignon is turned towards the palanquin, while a rider in crested turban, earrings, a sleeved and girt knee-length tunic over trousers secured at the ankles and with shod feet, turns and extends an arm. His horse has 'phalerae' or ornamental discs on the crupper and breast-plate. Above its head the upper part of a male, turned to his left, has a collar, earrings and voluminous drawn-up hair.
Remains of a plain framing fillet are below.",,,,,,,,2ndC-4thC,Made in: Gandhara (Pakistan),Found/Acquired: Swat Valley,schist,,,carved,Diameter: 4.50 centimetres; Height: 14 centimetres; Width: 15.90 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated and with patches of red pigment. Patches on this piece may be water-soluble white ground, possibly gypsum or clay stucco, red lead or earth over a white ground, red lead applied directly, often over break surfaces, and small areas of a resinous green pigment. In some areas a white ground overlies white ground and red pigment (perhaps overpainting) and traces of red iron earth pigments and/or vermilion may also be present combined or layered with the red lead. For pigments of a bole see also BM 1904.1217.16; 1880.74; 1946.0722.2; 1880.207; 1950.1211.2. 
2.Top partly flat and with rectangular tenon; left side flat where undamaged; right side rough and sloping inwards to back; bottom flat and pitted. 
3.Back roughly flat and exfoliated.",equestrian; buddha; litter/sedan chair,Representation of: Buddha;  Representation of: Queen Maya,Associated with: Kapilavastu,Associated Event: Return to Kapilavastu,,Donated by: Mrs S A A d'Oyly,,,,1965,,,Asia,,"1965,0801.4",,,,,196508014
468,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/3b202b8e_ecdc_46da_acd2_a3b5010f8a21/preview_00144625_001.jpg,panel,No: 1880.176,The Assault of Māra. (Object),,,"Panel showing part of the Assault of Māra, originally complete in two slabs. The haloed and seated Bodhisattva, wavy hair rising into an uṣṇīṣa and wearing an over-robe covering both shoulders and clearing the right hand and thigh, rests his right hand on his knee and with his left in his lap secures the robe. A fall of gathered drapery spreads onto the seat. The dense drapery folds are sometimes paired; the figure of the Bodhisattva is broad and rather fiat. The head is oval, the features somewhat worn. He sits under a semi-circle of branches on a rectangular strewn seat with sawtooth enrichment and a low plinth. To his left a half-length figure with a large round face, protruding rounded eyes and abundant hair holds something. To his right emerges the bowed head of a bearded Vajrapāṇi, wearing a fillet and with flat vajra; farther to the right, a damaged figure of Māra turns away, looking back over his shoulder, while another figure holds him by the wrist; Māra is turbaned, wears a paridhāna, collar and necklace, armlets and, by a baldrick passing through a suspension bridge on the pointed tapering scabbard, a sword with a globular pommel. The figure holding him wears an uttarīya, a paridhāna and a collar. Above them watch two naked demons with large heads and staring eyes, one with animal's ears and abundant long straight hair, the other with shorter curled hair and an open mouth with fangs.
The framing element is a framed worshipper wearing a fillet with a flower in front and a chignon behind against radiating branches, a collar, tunic and draped cloak; he stands on the everted rim of a globular pot with two rows of centrally grooved lotus petals separated by a band. The framing fillet below is plain.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 6.10 centimetres; Height: 21.30 centimetres; Width: 31.10 centimetres,,"Zwalf 1996:
The adjacent and complementary panel would presumably have shown an assaulting Māra with a restraining figure. See BM 1895.1018.2.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, cracked and exfoliated.
2.Top partly flat and smooth and with vestiges of rectangular tenon; left side flat and smooth; right side straight, mainly rough with small smooth patch. 
3.Bottom flat and rough with remains of rectangular tenon. 
4.Back with horizontal chisel grooves.",buddha; devil/demon; vajra,Representation of: Buddha;  Representation of: Mara;  Representation of: Vajrapāṇi,Associated with: Bodhgayā,Associated Event: Assault of Mara,,From: India Museum,,,,,According to an old inscribed British Museum stand.,,Asia,,1880.176,,,,,1880176
469,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/116dc70d_4dd4_49ad_8c26_a3b5011067a9/preview_00144720_001.jpg,panel,No: 1880.208,The Dīpaṃkara jātaka. (Object),,,"Stupa drum panel showing the Dīpaṃkara jātaka in three incidents. On the left a frontal figure of Megha takes flowers from the girl before the oblique doorway, another raises a bunch to throw and a third spreads his hair at Dīpaṃkara's feet. Prakṛti is very indistinct but clearly wears anklets. Beside the doorway is a tree. Beyond Dīpaṃkara a worn Vajrapāṇi with vajra diagonal beside his left shoulder turns towards him.
On the right, three very worn figures, one with hands joined, the other in uttarīya, stand beside a Buddha or monk who faces the viewer, his left hand raised and pendent right hand hidden in the garment.
On the cornice, between fasciae with sawtooth enrichment, simplified grooved horizontal ""S"" brackets with acanthus capitals spring from framed and horizontal panels with lotus-petal enrichment on their soffit.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 8.90 centimetres; Height: 13.40 centimetres; Width: 33 centimetres,,"Zwalf 1996:
Compare 1888.0806.1 with references.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated, rejoined and with heavy soil incrustation.
2.Top flat, almost smooth with parts of the cornice reattached with tinted plaster make-up; cramp mortise to left side. 
3.Left side rough but flat, right side rough and both sloping inwards to back. 
4.Bottom broken with partly flat surface. 
5.Back with vertical chisel grooves and number '11990' painted in white on prepared surface. 6.Round pinhole from front to back. 
7.Curved in section.",buddha; holy person/ascetic; devotee/worshipper; bodhisattva,Representation of: Dipankara;  Representation of: Vajrapāṇi,,,Dīpaṃkara jātaka,From: India Museum (no. 11990),,,,,"Given in 1876 by Mrs Mary Eustace Smith to the former India Museum. For the donor see the India Museum Slip Book, nos 11751-12000, in the offices of the present Indian and South-east Asian Section of the Victoria and Albert Museum; the old inscribed British Museum stand also mentions the India Museum.",,Asia,,1880.208,,,,,1880208
470,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/216da12b_37d1_4e86_89f3_a3b700719b43/preview_00033926_001.jpg,panel,"No: 1900,0522.1",The Conversion of Sundarananda. (Object),,,"Panel showing the Conversion of Sundarananda (or Nanda). Under a trapezoidal roof with sawtooth cornice supported on columns with the usual Corinthian capitals and base mouldings, Sundarī, Sundarananda's (or Nanda's) wife or bride seated and wearing a tunic and a paridhāna round it, a scarf over her arm(s), a long chain necklace with pendant, anklets, bracelets, an earring and long undulating hair, looks at herself in a mirror, one damaged hand raised. She is flanked by three women similarly dressed and adorned, their hairstyles varying slightly with the style of the diadem and the height of the chignon. One of them raises a hand with the index and middle fingers joined, another is dressing Sundarī's hair, while a third looks on, almost as if from above. All three have expressively smiling and eager faces, their eyes wide open; a fourth, similarly dressed, stands in a side chamber with one hand raised, her eyes narrow and looking down. The mirror is on a turned stand beside a covered unguent box on a table resting on a Corinthian capital, its lost pedestal supported on a stand of curved legs. Hanging from floral stems, a wreath encloses a bag. In the side chamber beside the door, Sundarananda, haloed and with a chignon, collar, earrings and bracelet, wearing an uttarīya and a paridhāna, carries a bowl and looks back over his shoulder. He reappears in continuous narration just beyond a doorway, kneeling, still holding the bowl and with head raised towards the tall and haloed Buddha who looks down at him. He wears the usual three garments, ridged and terraced for drapery folds, his damaged right hand in abhaya, his dense wavy hair continued into the uṣṇīṣa. Like the women, the Buddha and Sundarananda have open eyes and animated expressions.
The palace superstructure is supported on columns, and, flanking the trapezoidal roof, above worn lion-headed corbels, the balconies have openwork faces, a sawtooth enrichment under the coping and heads of watching women like those below. A scroll runs along the door frame over which are capped battlements with triangular loopholes. A male wearing a turban with a crest at the side leans over them and raises a hand over the Buddha (to throw flowers).
Framing the scene are pilasters with a double-outlined, recessed oblong panel with curved top and bottom on the faces which, like the Corinthian capitals with their distinct upper and lower parts and corresponding base mouldings, are carried over onto the sides. Above bracket capitals with one bracket arm and sawtooth enrichment rests a dentil-and-drop or flattened bead-and-reel course and a torus enriched with a leaf pattern pointing to the right. The framing fillet below is plain.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Hadda,limestone,,,carved,Diameter: 7 centimetres; Height: 30 centimetres; Width: 52.10 centimetres,,"Zwalf 1996:
Versions of the story underlying this representation are found in the Pāli tradition, in Sanskrit, Chinese and Tibetan.
The Buddha is on his begging round at Kapilavastu and his half-brother Sundarananda (or Nanda), made to carry the Buddha's bowl and urged to return soon by Sundarī, follows him reluctantly, is prevented from returning and, though unwilling, accepts to be ordained. His true conversion occurs later after the Buddha, by his magic power, has made him see the superiority over Sundarī of the apsarases of Indra's heaven and he is then shamed by an elder of the community out of trying to possess them by the power derived from the practice of austerities. Before taking him to Indra's heaven the Buddha caught him attempting to escape by causing the tree behind which he was hidden to rise in the air.","Simpson 1894 / The classical influence in the architecture of the Indus region and Afghanistan; Nara 1991 / NHK Daiei Hakubutsukan 4: Indo, Bukkyo bijutsu no Kaika; Errington & Cribb 1992 / The Crossroads of Asia  [Cat. of an exhibition at the Fitzwilliam Museum, Cambridge]; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Rawson 1984 / Chinese Ornament: The Lotus and the Dragon; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"1.Limestone, broken, chipped, rejoined from three pieces and with bottom left pilaster base restored.
2.Top flat and smooth with, on left, cramp mortise to back; bottom flat and smooth with much plaster make-up. 
3.Sides carved. 
4.Back uneven, with cracks and vertical rebate on left side to accommodate panel at right angles further secured by cramp above.",buddha; architecture,Representation of: Buddha;  Representation of: Nanda,,Associated Event: Enticement of Nanda,,Purchased from: Henry Graves & Co,,,,1900,"""Said to have been collected at Hadda by William Simpson"".",,Asia,,"1900,0522.1",,,,,190005221
471,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/4536ecd1_15f6_4094_b16e_a3b50117b08e/00147082_001.JPG,panel,"No: 1902,1002.30",The Prediction of the Buddha's Destiny. (Object); The Arrival of the Elephant. (Object),,,"Stupa drum panel showing the Prediction of the Bodhisattva's Destiny and the Arrival of the Elephant in two scenes, read from right to left, under a balcony register with inhabited caitya arches. Asita, a bearded old man on a round and draped cane stool, holds a child in his lap. In front of him stands a woman, possibly holding a spouted water pot, and beside her stands another with a branch. Behind Asita a standing young ascetic, his nephew Naradatta, in a tunic with downturned upper edge over his left shoulder, holds one hand palm downwards to the right shoulder in salutation and in the other perhaps a water pot.
In the next scene an elephant with a box-like howdah and mahout processes from right to left, an attendant walking behind and another male figure bearing an offering or bowl in front.
The framed Corinthian columns have the usual base mouldings. Above the scenes is a sawtooth cornice. The balcony register consists of a vedikā with plain uprights, two rows of crossbars and a coping below Corinthian capitals supporting five voluted caitya arches with purlin ends under the soffits and each enclosing the bust of a male or female in profile or nearly so. In the spandrels is an eagle with outspread wings. The panel is framed by a sawtooth cornice above and plain fillet below.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Buner;  Found/Acquired: Swat Valley,schist,,,carved,Diameter: 5.60 centimetres; Height: 13.90 centimetres; Width: 25.40 centimetres,,"Zwalf 1996:
The carving is everywhere summary and the figures are crude; few details are altogether certain. The old ṛṣi Asita, who lived in the Himalaya with his nephew Naradatta, on perceiving signs that the Bodhisattva had been born, predicted to Naradatta the child's destiny as Buddha or cakravartin. They then went to Kapilavastu; Śuddhodana brought the child and Asita examined him and held him in his lap, weeping at the realisation that he would not live to benefit spiritually from the child's certain Buddhahood. The Pāli tradition is very similar.
The presentation of the infant Bodhisattva to Asita follows the formula of the Interpretation of the Dream (see BM 1931.0711.1) and shares variations with it; in the presentation, however, together with an old ascetic who, unlike the old man in the Interpretation, is properly Asita, seated to the left and with his youthful attendant or nephew Naradatta behind, an infant must be present and Asita usually holds it; the seated parents make various gestures and a figure stands in between, holding the infant or presumably just having done so. Altogether exceptional here are the figures with water pot and branch, attributes regularly associated with the Birth; if the parents were ever present, they must have been on the preceding panel on the stupa drum. 
The elephant in this unusual combination may be explained by reference to the Youth cycle: when the now youthful Bodhisattva is about to show his martial skills, a large white elephant is brought to Kapilavastu and Devadatta kills it out of jealousy.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,On display (G33/dc9b/s1),,"1.Grey schist, broken, worn and cracked.
2.Top flat, partly rough with broken rectangular tenon and cramp mortise to each side; both sides rough and sloping inwards to back; bottom mainly smooth and flat with broken rectangular tenon. 
3.Back with vertical chisel grooves. 
4.Curved in section.",animal; child; buddha; astrologer; architectural feature,Representation of: Buddha;  Representation of: Asita;  Representation of: Naradatta,,Associated Event: The Prediction of the Buddha's Destiny.;  Associated Event: The Arrival of the Elephant.,,Donated by: Capt B C Waterfield,,,,1902,,,Asia,,"1902,1002.30",,,,,1902100230
472,,panel,"No: 1913,1108.5",,,,"Part of a stupa drum panel with the remains of two scenes. On the right two figures in uttarīya, the usual ornaments and a crested turban offer flowers from bags formed from the uttarīya and held in front of the body from the left shoulder. The lower figure is extracting flowers and the figure above him raises a hand to throw. Beside them are vestiges of another similar figure. On the left, beside the leafy branches of a tree is a half-length figure, hands joined, dressed like those in the first scene. The Buddha is likely to have been central in both scenes. The column separating the scenes is in a double frame and has a tapering shaft surmounted by a Corinthian capital with its lower element clearly rounded. The ovolo of the cornice has a tongue-and-dart enrichment of vertically grooved lotus petals.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved; relief,Diameter: 4.70 centimetres; Height: 19.80 centimetres; Width: 30.50 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken and exfoliated.
2.Top flat and smooth; all other edges irregularly broken. 
3.Back with vertical chisel grooves. 
4.Curved in section.",,,,,,From: Gen G A Dale,,,,1913,,,Asia,,"1913,1108.5",,,,,191311085
473,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/664c6d0f_30b2_46ae_83b0_a3b50112424c/preview_00145400_001.jpg,panel,"No: 1887,0717.49",,,,"Part of a corner panel showing a worshipper. A male figure in uttarīya and paridhāna, collar and bracelet, stands in three-quarter view, hands joined, probably towards the Buddha in the complementary panel. The pilaster has a Corinthian capital supporting a bracket capital with sawtooth enrichment and its base consists of a plinth, a torus and two fillets. On the shaft is a shallow lotus as platform supporting two naked amorini, each with a collar, a chignon and long hair, advancing, hands joined, towards the scene. On the shaft of the return, where the capital and mouldings are continued, is a garland hanging by one end.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Jamalgarhi,schist,,,carved,Diameter: 4.60 centimetres; Height: 19.50 centimetres; Width: 10.60 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Dark grey schist, broken. 
2.Top flat and smooth; right side flat and smooth where undamaged; left side carved; bottom flat and smooth with broken rectangular tenon. 
3.Back partly flat and smooth with some horizontal chisel grooves.",classical deity,Representation of: Eros/Cupid,,,,Donated by: Maj-Gen Sir Alexander Cunningham,,,,1887,,,Asia,,"1887,0717.49",,,,,1887071749
